old,new,id
Rhytidocaulon_macrolobum_PAFTOL027295,Asclepiadoideae_Ceropegieae_Stapeliinae_Rhytidocaulon_macrolobum_PAFTOL027295,256
Richtersveldia_columnaris_PAFTOL027297,Asclepiadoideae_Ceropegieae_Stapeliinae_Richtersveldia_columnaris_PAFTOL027297,258
Socotrella_dolichocnema_PAFTOL027299,Asclepiadoideae_Ceropegieae_Stapeliinae_Socotrella_dolichocnema_PAFTOL027299,279
Stapelianthus_decaryi_PAFTOL027301,Asclepiadoideae_Ceropegieae_Stapeliinae_Stapelianthus_decaryi_PAFTOL027301,285
Stapeliopsis_saxatilis_PAFTOL027303,Asclepiadoideae_Ceropegieae_Stapeliinae_Stapeliopsis_saxatilis_PAFTOL027303,286
Tavaresia_barklyi_PAFTOL027305,Asclepiadoideae_Ceropegieae_Stapeliinae_Tavaresia_barklyi_PAFTOL027305,303
Tridentea_gemmiflora_PAFTOL027307,Asclepiadoideae_Ceropegieae_Stapeliinae_Tridentea_gemmiflora_PAFTOL027307,311
Tromotriche_ruschiana_PAFTOL027309,Asclepiadoideae_Ceropegieae_Stapeliinae_Tromotriche_ruschiana_PAFTOL027309,312
Emicocarpus_fissifolius_PAFTOL025387,Asclepiadoideae_Eustegieae_nosubtribe_Emicocarpus_fissifolius_PAFTOL025387,101
Eustegia_minuta_PAFTOL004041,Asclepiadoideae_Eustegieae_nosubtribe_Eustegia_minuta_PAFTOL004041,107
Cibirhiza_dhofarensis_PAFTOL031755,Asclepiadoideae_Fockeeae_nosubtribe_Cibirhiza_dhofarensis_PAFTOL031755,61
Fockea_edulis_PAFTOL005223,Asclepiadoideae_Fockeeae_nosubtribe_Fockea_edulis_PAFTOL005223,113
Anisopus_mannii_PAFTOL031795,Asclepiadoideae_Marsdenieae_nosubtribe_Anisopus_mannii_PAFTOL031795,17
Campestigma_purpurea_PAFTOL031700,Asclepiadoideae_Marsdenieae_nosubtribe_Campestigma_purpureum_PAFTOL031700,46
Cionura_erecta_PAFTOL031756,Asclepiadoideae_Marsdenieae_nosubtribe_Cionura_erecta_PAFTOL031756,62
Cosmostigma_cordatum_PAFTOL025333,Asclepiadoideae_Marsdenieae_nosubtribe_Cosmostigma_cordatum_PAFTOL025333,68
Dalzielia_oblanceolata_PAFTOL025355,Asclepiadoideae_Marsdenieae_nosubtribe_Dalzielia_oblanceolata_PAFTOL025355,79
Dischidanthus_urceolatus_PAFTOL027311,Asclepiadoideae_Marsdenieae_nosubtribe_Dischidanthus_urceolatus_PAFTOL027311,85
Dischidia_nummularia_GAP022127,Asclepiadoideae_Marsdenieae_nosubtribe_Dischidia_nummularia_GAP022127,86
Dregea_floribunda_PAFTOL031759,Asclepiadoideae_Marsdenieae_nosubtribe_Dregea_floribunda_PAFTOL031759,93
Gongronema_filipes_PAFTOL027313,Asclepiadoideae_Marsdenieae_nosubtribe_Gongronema_filipes_PAFTOL027313,123
Gymnemopsis_calcicola_PAFTOL025463,Asclepiadoideae_Marsdenieae_nosubtribe_Gymnemopsis_calcicola_PAFTOL025463,127
Harmandiella_cordifolia_PAFTOL027317,Asclepiadoideae_Marsdenieae_nosubtribe_Harmandiella_cordifolia_PAFTOL027317,130
Jasminanthes_suaveolens_PAFTOL031768,Asclepiadoideae_Marsdenieae_nosubtribe_Jasminanthes_suaveolens_PAFTOL031768,140
Lygisma_inflexum_PAFTOL027321,Asclepiadoideae_Marsdenieae_nosubtribe_Lygisma_inflexum_PAFTOL027321,157
Marsdenia_angolensis_PAFTOL027315,Asclepiadoideae_Marsdenieae_nosubtribe_Marsdenia_angolensis_PAFTOL027315,163
Oreosparte_celebica_PAFTOL027323,Asclepiadoideae_Marsdenieae_nosubtribe_Oreosparte_celebica_PAFTOL027323,207
Papuahoya_bykulleana_PAFTOL027325,Asclepiadoideae_Marsdenieae_nosubtribe_Papuahoya_bykulleana_PAFTOL027325,215
Pycnorhachis_maingayi_PAFTOL025377,Asclepiadoideae_Marsdenieae_nosubtribe_Pycnorhachis_maingayi_PAFTOL025377,249
Rhyssolobium_dumosum_PAFTOL031784,Asclepiadoideae_Marsdenieae_nosubtribe_Rhyssolobium_dumosum_PAFTOL031784,255
Ruehssia_carvalhoi_PAFTOL004072,Asclepiadoideae_Marsdenieae_nosubtribe_Ruehssia_carvalhoi_PAFTOL004072,262
Sarcolobus_vittatus_GAP022293,Asclepiadoideae_Marsdenieae_nosubtribe_Sarcolobus_vittatus_GAP022293,265
Sicyocarpus_verrucosus_PAFTOL027329,Asclepiadoideae_Marsdenieae_nosubtribe_Sicyocarpus_verrucosus_PAFTOL027329,276
Stigmatorhynchus_umbellifer_PAFTOL031698,Asclepiadoideae_Marsdenieae_nosubtribe_Stigmatorhynchus_umbellifer_PAFTOL031698,291
Treutlera_insignis_PAFTOL025399,Asclepiadoideae_Marsdenieae_nosubtribe_Treutlera_insignis_PAFTOL025399,309
Wattakaka_volubilis_PAFTOL031745,Asclepiadoideae_Marsdenieae_nosubtribe_Wattakaka_volubilis_PAFTOL031745,322
Gelsemium_elegans_SRR12009649,Gelsemiaceae_Gelsemieae_Gelsemium_elegans_SRR12009649,119
Chironia_baccifera_PAFTOL005228,Gentianaceae_Chironieae_Chironia_baccifera_PAFTOL005228,57
Exacum_exiguum_PAFTOL005229,Gentianaceae_Exaceae_Exacum_exiguum_PAFTOL005229,108
Macrocarpaea_stenophylla_PAFTOL005232,Gentianaceae_Helieae_Macrocarpaea_stenophylla_PAFTOL005232,160
Utania_racemosa_PAFTOL005230,Gentianaceae_Potalieae_Utania_racemosa_PAFTOL005230,315
Voyria_aurantiaca_PAFTOL005233,Gentianaceae_Voyrieae_Voyria_aurantiaca_PAFTOL005233,321
Antonia_ovata_PAFTOL005873,Loganiaceae_Antonieae_Antonia_ovata_PAFTOL005873,20
Geniostoma_borbonicum_PAFTOL006558,Loganiaceae_Loganieae_Geniostoma_borbonicum_PAFTOL006558,121
Spigelia_pulchella_PAFTOL005874,Loganiaceae_Spigelieae_Spigelia_pulchella_PAFTOL005874,281
Neuburgia_corynocarpa_PAFTOL007837,Loganiaceae_Strychneae_Neuburgia_corynocarpa_PAFTOL007837,201
Strychnos_splendens_PAFTOL005235,Loganiaceae_Strychneae_Strychnos_splendens_PAFTOL005235,297
Atherandra_acutifolia_PAFTOL031809,Periplocoideae_notribe_nosubtribe_Atherandra_acutifolia_PAFTOL031809,29
Baroniella_camptocarpoides_PAFTOL031749,Periplocoideae_notribe_nosubtribe_Baroniella_camptocarpoides_PAFTOL031749,34
Baseonema_gregorii_PAFTOL031750,Periplocoideae_notribe_nosubtribe_Baseonema_gregorii_PAFTOL031750,35
Batesanthus_purpureus_PAFTOL025247,Periplocoideae_notribe_nosubtribe_Batesanthus_purpureus_PAFTOL025247,36
Buckollia_volubilis_PAFTOL031751,Periplocoideae_notribe_nosubtribe_Buckollia_volubilis_PAFTOL031751,41
Camptocarpus_mauritianus_PAFTOL031752,Periplocoideae_notribe_nosubtribe_Camptocarpus_mauritianus_PAFTOL031752,47
Chlorocyathus_monteiroae_PAFTOL025505,Periplocoideae_notribe_nosubtribe_Chlorocyathus_monteiroae_PAFTOL025505,58
Cryptolepis_nigrescens_PAFTOL025303,Periplocoideae_notribe_nosubtribe_Cryptolepis_nigrescens_PAFTOL025303,72
Cryptostegia_madagascariensis_PAFTOL025359,Periplocoideae_notribe_nosubtribe_Cryptostegia_madagascariensis_PAFTOL025359,73
Ectadium_virgatum_PAFTOL031762,Periplocoideae_notribe_nosubtribe_Ectadium_virgatum_PAFTOL031762,98
Epistemma_assianum_PAFTOL031765,Periplocoideae_notribe_nosubtribe_Epistemma_assianum_PAFTOL031765,105
Finlaysonia_obovata_GAP022109,Periplocoideae_notribe_nosubtribe_Finlaysonia_obovata_GAP022109,111
Ischnolepis_natalensis_PAFTOL027331,Periplocoideae_notribe_nosubtribe_Ischnolepis_natalensis_PAFTOL027331,138
Maclaudia_felixii_PAFTOL031820,Periplocoideae_notribe_nosubtribe_Maclaudia_felixii_PAFTOL031820,158
Mondia_whitei_PAFTOL031737,Periplocoideae_notribe_nosubtribe_Mondia_whitei_PAFTOL031737,188
Myriopteron_extensum_PAFTOL025205,Periplocoideae_notribe_nosubtribe_Myriopteron_extensum_PAFTOL025205,195
Pentopetia_albicans_PAFTOL031740,Periplocoideae_notribe_nosubtribe_Pentopetia_albicans_PAFTOL031740,224
Phyllanthera_grayi_GAP022225,Periplocoideae_notribe_nosubtribe_Phyllanthera_grayi_GAP022225,232
Phyllanthera_nymanii_PAFTOL025419,Periplocoideae_notribe_nosubtribe_Phyllanthera_nymanii_PAFTOL025419,233
Raphionacme_hirsuta_PAFTOL031783,Periplocoideae_notribe_nosubtribe_Raphionacme_hirsuta_PAFTOL031783,251
Sacleuxia_newii_PAFTOL031786,Periplocoideae_notribe_nosubtribe_Sacleuxia_newii_PAFTOL031786,264
Sarcorrhiza_epiphytica_PAFTOL025473,Periplocoideae_notribe_nosubtribe_Sarcorrhiza_epiphytica_PAFTOL025473,266
Schlechterella_abyssinica_PAFTOL027333,Periplocoideae_notribe_nosubtribe_Schlechterella_abyssinica_PAFTOL027333,271
Stomatostemma_monteiroae_PAFTOL027339,Periplocoideae_notribe_nosubtribe_Stomatostemma_monteiroae_PAFTOL027339,293
Streptocaulon_juventas_PAFTOL031696,Periplocoideae_notribe_nosubtribe_Streptocaulon_juventas_PAFTOL031696,295
Tacazzea_venosa_PAFTOL004103,Periplocoideae_notribe_nosubtribe_Tacazzea_venosa_PAFTOL004103,301
Alstonia_macrophylla_PAFTOL004113,rauvolfioids_Alstonieae_nosubtribe_Alstonia_macrophylla_PAFTOL004113,6
Alstonia_scholaris_PAFTOL006553,rauvolfioids_Alstonieae_nosubtribe_Alstonia_scholaris_PAFTOL006553,7
Alstonia_spectabilis_PAFTOL007872,rauvolfioids_Alstonieae_nosubtribe_Alstonia_spectabilis_PAFTOL007872,8
Alyxia_buxifolia_PAFTOL004100,rauvolfioids_Alyxieae_Alyxiinae_Alyxia_buxifolia_PAFTOL004100,9
Lepinia_solomonensis_PAFTOL006601,rauvolfioids_Alyxieae_Alyxiinae_Lepinia_solomonensis_PAFTOL006601,152
Lepinia_taitensis_PAFTOL006555,rauvolfioids_Alyxieae_Alyxiinae_Lepinia_taitensis_PAFTOL006555,153
Pteralyxia_laurifolia_PAFTOL031741,rauvolfioids_Alyxieae_Alyxiinae_Pteralyxia_laurifolia_PAFTOL031741,248
Chilocarpus_costatus_PAFTOL031728,rauvolfioids_Alyxieae_Condylocarpinae_Chilocarpus_costatus_PAFTOL031728,56
Condylocarpon_isthmicum_PAFTOL031721,rauvolfioids_Alyxieae_Condylocarpinae_Condylocarpon_isthmicum_PAFTOL031721,65
Plectaneia_thouarsii_PAFTOL031781,rauvolfioids_Alyxieae_Condylocarpinae_Plectaneia_thouarsii_PAFTOL031781,237
Amsonia_hubrichtii_PAFTOL005220,rauvolfioids_Amsonieae_nosubtribe_Amsonia_hubrichtii_PAFTOL005220,12
Aspidosperma_cylindrocarpon_PAFTOL004040,rauvolfioids_Aspidospermateae_nosubtribe_Aspidosperma_cylindrocarpon_PAFTOL004040,28
Geissospermum_argenteum_PAFTOL025219,rauvolfioids_Aspidospermateae_nosubtribe_Geissospermum_argenteum_PAFTOL025219,118
Haplophyton_cimicidum_PAFTOL031732,rauvolfioids_Aspidospermateae_nosubtribe_Haplophyton_cimicidum_PAFTOL031732,129
Microplumeria_anomala_PAFTOL031736,rauvolfioids_Aspidospermateae_nosubtribe_Microplumeria_anomala_PAFTOL031736,171
Strempeliopsis_strempelioides_PAFTOL025289,rauvolfioids_Aspidospermateae_nosubtribe_Strempeliopsis_strempelioides_PAFTOL025289,294
Vallesia_glabra_PAFTOL031744,rauvolfioids_Aspidospermateae_nosubtribe_Vallesia_glabra_PAFTOL031744,318
Acokanthera_oblongifolia_PAFTOL025441,rauvolfioids_Carisseae_nosubtribe_Acokanthera_oblongifolia_PAFTOL025441,1
Acokanthera_schimperi_PAFTOL031725,rauvolfioids_Carisseae_nosubtribe_Acokanthera_schimperi_PAFTOL031725,2
Carissa_macrocarpa_PAFTOL005221,rauvolfioids_Carisseae_nosubtribe_Carissa_macrocarpa_PAFTOL005221,49
Carissa_spinarum_PAFTOL025443,rauvolfioids_Carisseae_nosubtribe_Carissa_spinarum_PAFTOL025443,50
Gonioma_kamassi_PAFTOL004050,rauvolfioids_Hunterieae_nosubtribe_Gonioma_kamassi_PAFTOL004050,124
Picralima_nitida_PAFTOL025249,rauvolfioids_Hunterieae_nosubtribe_Picralima_nitida_PAFTOL025249,235
Pleiocarpa_rostrata_PAFTOL025251,rauvolfioids_Hunterieae_nosubtribe_Pleiocarpa_rostrata_PAFTOL025251,238
Melodinus_forbesii_PAFTOL005890,rauvolfioids_Melodineae_nosubtribe_Melodinus_forbesii_PAFTOL005890,165
Stephanostegia_hildebrandtii_PAFTOL025363,rauvolfioids_Melodineae_nosubtribe_Stephanostegia_hildebrandtii_PAFTOL025363,289
Himatanthus_attenuatus_PAFTOL031692,rauvolfioids_Plumerieae_Plumeriinae_Himatanthus_attenuatus_PAFTOL031692,134
Mortoniella_pittieri_PAFTOL031794,rauvolfioids_Plumerieae_Plumeriinae_Mortoniella_pittieri_PAFTOL031794,192
Plumeria_obtusa_PAFTOL005225,rauvolfioids_Plumerieae_Plumeriinae_Plumeria_obtusa_PAFTOL005225,241
Anechites_nerium_PAFTOL031747,rauvolfioids_Plumerieae_Thevetiinae_Anechites_nerium_PAFTOL031747,14
Cerbera_dumicola_GAP022557,rauvolfioids_Plumerieae_Thevetiinae_Cerbera_dumicola_GAP022557,52
Cerberiopsis_obtusifolia_PAFTOL025407,rauvolfioids_Plumerieae_Thevetiinae_Cerberiopsis_obtusifolia_PAFTOL025407,53
Thevetia_bicornuta_PAFTOL031724,rauvolfioids_Plumerieae_Thevetiinae_Thevetia_bicornuta_PAFTOL031724,306
Ambelania_acida_PAFTOL025325,rauvolfioids_Tabernaemontaneae_Ambelaniinae_Ambelania_acida_PAFTOL025325,11
Macoubea_guianensis_PAFTOL031734,rauvolfioids_Tabernaemontaneae_Ambelaniinae_Macoubea_guianensis_PAFTOL031734,159
Molongum_laxum_PAFTOL025221,rauvolfioids_Tabernaemontaneae_Ambelaniinae_Molongum_laxum_PAFTOL025221,187
Mucoa_duckei_PAFTOL031810,rauvolfioids_Tabernaemontaneae_Ambelaniinae_Mucoa_duckei_PAFTOL031810,194
Neocouma_ternstroemiacea_PAFTOL031811,rauvolfioids_Tabernaemontaneae_Ambelaniinae_Neocouma_ternstroemiacea_PAFTOL031811,196
Rhigospira_quadrangularis_PAFTOL025223,rauvolfioids_Tabernaemontaneae_Ambelaniinae_Rhigospira_quadrangularis_PAFTOL025223,254
Spongiosperma_grandiflorum_PAFTOL031718,rauvolfioids_Tabernaemontaneae_Ambelaniinae_Spongiosperma_grandiflorum_PAFTOL031718,283
Spongiosperma_riparium_PAFTOL025497,rauvolfioids_Tabernaemontaneae_Ambelaniinae_Spongiosperma_riparium_PAFTOL025497,284
Callichilia_subsessilis_PAFTOL025317,rauvolfioids_Tabernaemontaneae_Tabernaemontaninae_Callichilia_subsessilis_PAFTOL025317,43
Calocrater_preussii_PAFTOL025305,rauvolfioids_Tabernaemontaneae_Tabernaemontaninae_Calocrater_preussii_PAFTOL025305,44
Carvalhoa_campanulata_PAFTOL031753,rauvolfioids_Tabernaemontaneae_Tabernaemontaninae_Carvalhoa_campanulata_PAFTOL031753,51
Crioceras_dipladeniiflorus_PAFTOL025279,rauvolfioids_Tabernaemontaneae_Tabernaemontaninae_Crioceras_dipladeniiflorus_PAFTOL025279,70
Ephippiocarpa_orientalis_PAFTOL031764,rauvolfioids_Tabernaemontaneae_Tabernaemontaninae_Ephippiocarpa_orientalis_PAFTOL031764,103
Schizozygia_coffeoides_PAFTOL025453,rauvolfioids_Tabernaemontaneae_Tabernaemontaninae_Schizozygia_coffeoides_PAFTOL025453,270
Tabernaemontana_divaricata_PAFTOL005308,rauvolfioids_Tabernaemontaneae_Tabernaemontaninae_Tabernaemontana_divaricata_PAFTOL005308,299
Tabernanthe_iboga_PAFTOL025241,rauvolfioids_Tabernaemontaneae_Tabernaemontaninae_Tabernanthe_iboga_PAFTOL025241,300
Voacanga_thouarsii_PAFTOL006637,rauvolfioids_Tabernaemontaneae_Tabernaemontaninae_Voacanga_thouarsii_PAFTOL006637,320
Kamettia_chandeei_PAFTOL025465,rauvolfioids_Vinceae_Catharanthinae_Kamettia_chandeei_PAFTOL025465,142
Kopsia_arborea_GAP022171,rauvolfioids_Vinceae_Kopsiinae_Kopsia_arborea_GAP022171,145
Rauvolfia_vomitoria_PAFTOL006556,rauvolfioids_Vinceae_Rauvolfiinae_Rauvolfia_vomitoria_PAFTOL006556,252
Vinca_difformis_PAFTOL004938,rauvolfioids_Vinceae_Vincinae_Vinca_difformis_PAFTOL004938,319
Couma_rigida_PAFTOL025227,rauvolfioids_Willughbeieae_Lacmelleinae_Couma_rigida_PAFTOL025227,69
Hancornia_speciosa_PAFTOL025229,rauvolfioids_Willughbeieae_Lacmelleinae_Hancornia_speciosa_PAFTOL025229,128
Lacmellea_bahiensis_PAFTOL025231,rauvolfioids_Willughbeieae_Lacmelleinae_Lacmellea_bahiensis_PAFTOL025231,147
Parahancornia_negroensis_PAFTOL025499,rauvolfioids_Willughbeieae_Lacmelleinae_Parahancornia_negroensis_PAFTOL025499,217
Ancylobothrys_amoena_PAFTOL031719,rauvolfioids_Willughbeieae_Landolphiinae_Ancylobothrys_amoena_PAFTOL031719,13
Chamaeclitandra_henriquesiana_PAFTOL025175,rauvolfioids_Willughbeieae_Landolphiinae_Chamaeclitandra_henriquesiana_PAFTOL025175,55
Clitandra_cymulosa_PAFTOL025475,rauvolfioids_Willughbeieae_Landolphiinae_Clitandra_cymulosa_PAFTOL025475,63
Cylindropsis_parvifolia_PAFTOL025307,rauvolfioids_Willughbeieae_Landolphiinae_Cylindropsis_parvifolia_PAFTOL025307,76
Dictyophleba_lucida_PAFTOL025391,rauvolfioids_Willughbeieae_Landolphiinae_Dictyophleba_lucida_PAFTOL025391,83
Landolphia_incerta_PAFTOL004111,rauvolfioids_Willughbeieae_Landolphiinae_Landolphia_incerta_PAFTOL004111,148
Orthopichonia_barteri_PAFTOL031722,rauvolfioids_Willughbeieae_Landolphiinae_Orthopichonia_barteri_PAFTOL031722,209
Orthopichonia_seretii_PAFTOL025253,rauvolfioids_Willughbeieae_Landolphiinae_Orthopichonia_seretii_PAFTOL025253,210
Pacouria_guianensis_PAFTOL025233,rauvolfioids_Willughbeieae_Landolphiinae_Pacouria_guianensis_PAFTOL025233,214
Saba_comorensis_PAFTOL025281,rauvolfioids_Willughbeieae_Landolphiinae_Saba_comorensis_PAFTOL025281,263
Vahadenia_caillei_PAFTOL025357,rauvolfioids_Willughbeieae_Landolphiinae_Vahadenia_caillei_PAFTOL025357,316
Bousigonia_mekongensis_PAFTOL025503,rauvolfioids_Willughbeieae_Leuconotidinae_Bousigonia_mekongensis_PAFTOL025503,40
Cyclocotyla_congolensis_PAFTOL025255,rauvolfioids_Willughbeieae_Leuconotidinae_Cyclocotyla_congolensis_PAFTOL025255,75
Leuconotis_anceps_PAFTOL025339,rauvolfioids_Willughbeieae_Leuconotidinae_Leuconotis_anceps_PAFTOL025339,155
Willughbeia_angustifolia_PAFTOL025235,rauvolfioids_Willughbeieae_Willughbeiinae_Willughbeia_angustifolia_PAFTOL025235,323
Colletoecema_tortistilum_PAFTOL005241,Rubiaceae_Colletoecemateae_Colletoecema_tortistilum_PAFTOL005241,64
Luculia_pinceana_PAFTOL005309,Rubiaceae_Luculieae_Luculia_pinceana_PAFTOL005309,156
Ophiorrhiza_winkleri_PAFTOL005263,Rubiaceae_Ophiorrhizeae_Ophiorrhiza_winkleri_PAFTOL005263,205
Perama_dichotoma_PAFTOL005268,Rubiaceae_Perameae_Perama_dichotoma_PAFTOL005268,225
Psychotria_borbonica_PAFTOL021587,Rubiaceae_Psychotrieae_Psychotria_borbonica_PAFTOL021587,247
Plocama_calabrica_PAFTOL021615,Rubiaceae_Putorieae_Plocama_calabrica_PAFTOL021615,240
Didymosalpinx_norae_PAFTOL021419,Rubiaceae_Rubieae_Didymaea_alsinoides_PAFTOL032765,84
Schizocolea_linderi_PAFTOL005887,Rubiaceae_Schizocoleeae_Schizocolea_linderi_PAFTOL005887,267
Calyptranthera_gautieri_PAFTOL031804,Secamonoideae_notribe_nosubtribe_Calyptranthera_gautieri_PAFTOL031804,45
Genianthus_micranthus_PAFTOL031821,Secamonoideae_notribe_nosubtribe_Genianthus_micranthus_PAFTOL031821,120
Goniostemma_acuminatum_PAFTOL025379,Secamonoideae_notribe_nosubtribe_Goniostemma_acuminatum_PAFTOL025379,125
Pervillaea_tomentosa_PAFTOL031707,Secamonoideae_notribe_nosubtribe_Pervillaea_tomentosa_PAFTOL031707,228
Secamone_schweinfurthii_PAFTOL005226,Secamonoideae_notribe_nosubtribe_Secamone_schweinfurthii_PAFTOL005226,274
Secamonopsis_madagascariensis_PAFTOL025361,Secamonoideae_notribe_nosubtribe_Secamonopsis_madagascariensis_PAFTOL025361,275
Toxocarpus_kleinii_PAFTOL031792,Secamonoideae_notribe_nosubtribe_Toxocarpus_kleinii_PAFTOL031792,308
Trichosandra_borbonica_PAFTOL031803,Secamonoideae_notribe_nosubtribe_Trichosandra_borbonica_PAFTOL031803,310